"condition","subj_code","desktop_conf","attent_conf","device_mechanism","contingency","structure_rating_prior","learning_yellow_correct_total","learning_pink_correct_total","learning_yellow_accuracy","learning_pink_accuracy","structure_rating_posterior","age","gender","tech_issues","recorded_at"
4,"5Yz4Z5fXJYUx","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,41,"1: male",NA,"2026-01-22 13:17:15"
4,"JAygi6oHMVQp","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,32,"2: female","None","2026-01-22 13:25:42"
4,"FNiFfvDvMfjn","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,46,"1: male","I found no issues with the study.","2026-01-22 13:26:07"
4,"IExZjksaKgaU","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,36,"2: female",NA,"2026-01-22 13:29:15"
4,"QGn6kurvRLE8","1: I confirm","1: I confirm","transp","05_05",0,7,8,0.875,1,0,39,"2: female",NA,"2026-01-22 13:57:57"
4,"2UFUCg5HVSWL","1: I confirm","1: I confirm","transp","05_05",9,8,8,1,1,10,44,"1: male",NA,"2026-01-22 13:58:12"
4,"EzJPixlHneRA","1: I confirm","1: I confirm","transp","05_05",9,8,8,1,1,59,42,"1: male"," none","2026-01-22 15:48:16"
4,"EvFkoDJWwLsZ","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,32,"1: male",NA,"2026-01-22 15:48:18"
4,"rLusKG6ZZJWA","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,32,"2: female",NA,"2026-01-22 15:48:28"
4,"tsiJ8PrW58Uf","1: I confirm","1: I confirm","transp","05_05",1,8,8,1,1,1,52,"1: male","no errors noted during survey","2026-01-22 15:48:31"
4,"O3ZcLPxI2O6q","1: I confirm","1: I confirm","transp","05_05",3,8,7,1,0.875,5,45,"2: female",NA,"2026-01-22 15:48:53"
4,"S46rs0mS3gCZ","1: I confirm","1: I confirm","transp","05_05",1,8,8,1,1,1,24,"1: male",NA,"2026-01-22 16:32:46"
4,"QNcVbTRirpE2","1: I confirm","1: I confirm","transp","05_05",16,7,7,0.875,0.875,0,56,"1: male",NA,"2026-01-22 16:33:13"
4,"2P26UmgStorC","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,39,"2: female",NA,"2026-01-22 16:33:22"
4,"C7PZ0RlrXrVM","1: I confirm","1: I confirm","transp","05_05",1,8,8,1,1,0,23,"2: female",NA,"2026-01-22 16:33:24"
4,"GUke6ul76Vgl","1: I confirm","1: I confirm","transp","05_05",5,8,8,1,1,0,25,"2: female","N/A","2026-01-22 16:33:45"
4,"kmc2TC08GCsU","1: I confirm","1: I confirm","transp","05_05",5,8,8,1,1,5,37,"1: male",NA,"2026-01-23 09:07:41"
4,"13nCtH6TjWvJ","1: I confirm","1: I confirm","transp","05_05",50,7,8,0.875,1,0,40,"1: male",NA,"2026-01-23 09:07:44"
4,"MmPUx2Z64vlO","1: I confirm","1: I confirm","transp","05_05",0,7,7,0.875,0.875,0,33,"1: male",NA,"2026-01-23 09:07:45"
4,"vHKjgNIRt8LS","1: I confirm","1: I confirm","transp","05_05",0,8,7,1,0.875,5,23,"1: male","n/a","2026-01-23 09:07:49"
4,"Muong1bqHR02","1: I confirm","1: I confirm","transp","05_05",95,7,8,0.875,1,74,68,"1: male",NA,"2026-01-23 09:07:58"
4,"rSw1EOs9J9qp","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,60,"2: female",NA,"2026-01-23 09:08:22"
4,"AZS7YuWus6GI","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,32,"2: female",NA,"2026-01-23 09:08:56"
4,"aRqz8VB1tEGr","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,38,"2: female","none noted","2026-01-23 09:09:04"
4,"xZHqRb2b7JG5","1: I confirm","1: I confirm","transp","05_05",7,8,8,1,1,5,37,"2: female",NA,"2026-01-23 09:09:08"
4,"ypNPZtmKeEwH","1: I confirm","1: I confirm","transp","05_05",0,7,7,0.875,0.875,100,26,"1: male","none","2026-01-23 09:10:04"
4,"5byn44Lf85Lt","1: I confirm","1: I confirm","transp","05_05",5,7,7,0.875,0.875,15,36,"2: female",NA,"2026-01-23 09:41:22"
4,"ow84AMN9hsZB","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,24,"1: male","n/a","2026-01-23 10:19:59"
6,"5YW60ZgNMAkM","1: I confirm","1: I confirm","transp","0_0",20,8,8,1,1,0,35,"1: male",NA,"2026-01-22 08:38:21"
6,"glVXoeFiR5aa","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,30,"2: female",NA,"2026-01-22 09:05:54"
6,"0ecNA0MHF0hf","1: I confirm","1: I confirm","transp","0_0",11,8,8,1,1,9,67,"1: male",NA,"2026-01-22 09:30:55"
6,"1SQG0sKAbXod","1: I confirm","1: I confirm","transp","0_0",52,8,8,1,1,2,29,"1: male","No error encountered ","2026-01-22 09:41:06"
6,"cVBkBmo7nNVi","1: I confirm","1: I confirm","transp","0_0",5,7,8,0.875,1,5,40,"1: male",NA,"2026-01-22 09:53:23"
6,"eaFcBKCu5wjm","1: I confirm","1: I confirm","transp","0_0",0,7,8,0.875,1,0,69,"1: male",NA,"2026-01-22 09:57:02"
6,"rB1AJ8po6lnd","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,35,"2: female",NA,"2026-01-22 10:00:56"
6,"UV381WqTWfeD","1: I confirm","1: I confirm","transp","0_0",50,8,8,1,1,50,39,"2: female",NA,"2026-01-22 10:05:25"
6,"vTupXybGVlXf","1: I confirm","1: I confirm","transp","0_0",0,7,8,0.875,1,0,55,"1: male","None encountered.  ","2026-01-22 10:06:42"
6,"bPvfJBxQnUvJ","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,33,"2: female",NA,"2026-01-22 10:14:55"
6,"pSkBf3kOgu98","1: I confirm","1: I confirm","transp","0_0",11,8,8,1,1,2,42,"1: male","All good","2026-01-22 10:20:46"
6,"LG9pgs5JUnjK","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,32,"2: female",NA,"2026-01-22 10:22:17"
6,"hAskO83D9vnA","1: I confirm","1: I confirm","transp","0_0",4,8,8,1,1,3,28,"1: male",NA,"2026-01-22 10:32:13"
6,"DcXauNaTeF1R","1: I confirm","1: I confirm","transp","0_0",10,8,8,1,1,5,65,"2: female",NA,"2026-01-22 10:38:38"
6,"tfQzYGGZx1s0","1: I confirm","1: I confirm","transp","0_0",85,8,7,1,0.875,50,33,"2: female","N/A","2026-01-22 10:56:49"
6,"dKHVfP9AJtqH","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,45,"2: female","N/A","2026-01-22 11:13:43"
6,"JM8OKLN87W7O","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,33,"1: male","none","2026-01-22 11:16:10"
6,"XgoJcxwA5tpj","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,52,"2: female",NA,"2026-01-22 11:43:32"
6,"7BDHBouTP8wn","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,65,"2: female","NO errors or issues with the study.","2026-01-22 11:46:41"
6,"AbdmITBhF0cv","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,51,"1: male","none","2026-01-22 11:47:47"
6,"hU8dEEy5okWX","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,34,"1: male","none","2026-01-22 12:05:39"
6,"4j4s84mg8Td4","1: I confirm","1: I confirm","transp","0_0",34,8,8,1,1,33,30,"1: male","no errors","2026-01-22 12:25:03"
6,"Q0Zvu2vQsCEQ","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,33,"2: female",NA,"2026-01-22 13:05:26"
6,"0xH44gWwKvuE","1: I confirm","1: I confirm","transp","0_0",0,7,8,0.875,1,0,65,"1: male",NA,"2026-01-22 13:05:36"
6,"9cjX6x8epBvk","1: I confirm","1: I confirm","transp","0_0",29,8,8,1,1,73,36,"1: male",NA,"2026-01-22 13:05:38"
6,"GaJc8YHyXEOy","1: I confirm","1: I confirm","transp","0_0",3,8,8,1,1,1,37,"2: female","The brick wall seemed to stop the ball every time. There should be some clarification on whether the yellow ball can just be rolled by the boot or whether it can be kicked over the brick wall. Either way the yellow ball did not move the pink ball","2026-01-22 13:05:43"
6,"J31bKpqGvA5E","1: I confirm","1: I confirm","transp","0_0",17,8,8,1,1,2,36,"1: male",NA,"2026-01-22 13:06:02"
6,"3a322JxMq6Dq","1: I confirm","1: I confirm","transp","0_0",15,8,8,1,1,15,56,"1: male","Nothing to report","2026-01-22 13:16:44"
6,"2YRdylNs9obv","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,42,"2: female",NA,"2026-01-22 13:16:55"
6,"e85Skfn7aH5p","1: I confirm","1: I confirm","transp","0_0",5,8,8,1,1,1,56,"1: male",NA,"2026-01-22 13:17:03"
6,"uiKZdUUNzp2J","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,64,"1: male",NA,"2026-01-22 13:17:13"
6,"XTZQsGKYdIQB","1: I confirm","1: I confirm","transp","0_0",10,8,8,1,1,5,36,"2: female",NA,"2026-01-22 13:25:59"
6,"adn3RW7zQDJf","1: I confirm","1: I confirm","transp","0_0",10,8,8,1,1,49,37,"1: male",NA,"2026-01-22 13:27:05"
6,"vzMyOK3cTOD7","1: I confirm","1: I confirm","transp","0_0",48,8,8,1,1,0,26,"1: male",NA,"2026-01-22 13:57:37"
6,"BcHet8EIEkkY","1: I confirm","1: I confirm","transp","0_0",91,8,8,1,1,91,48,"1: male","no issues","2026-01-22 15:48:24"
6,"ttiyJFEpRuUQ","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,34,"1: male",NA,"2026-01-22 15:48:28"
6,"KXgwp7etmkf5","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,56,"2: female",NA,"2026-01-22 16:33:14"
6,"8ZfncV6JBIiz","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,31,"1: male",NA,"2026-01-22 16:33:22"
6,"CVD46tKl3H3j","1: I confirm","1: I confirm","transp","0_0",13,8,8,1,1,0,40,"2: female","None","2026-01-22 16:33:25"
6,"k51SXUBYg9dR","1: I confirm","1: I confirm","transp","0_0",0,7,7,0.875,0.875,0,21,"2: female",NA,"2026-01-22 16:36:09"
6,"MuWIS9Cgb1Bb","1: I confirm","1: I confirm","transp","0_0",6,7,8,0.875,1,0,52,"1: male",NA,"2026-01-23 08:24:14"
6,"civuLSxcu4IM","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,57,"1: male","n/a","2026-01-23 08:24:23"
6,"NtcEL8lLkpX4","1: I confirm","1: I confirm","transp","0_0",6,7,8,0.875,1,0,38,"1: male",NA,"2026-01-23 08:24:30"
6,"nWMVA1smskRk","1: I confirm","1: I confirm","transp","0_0",6,8,8,1,1,5,51,"1: male","n/a","2026-01-23 08:24:49"
6,"2DLaA1pEL8h8","1: I confirm","1: I confirm","transp","0_0",93,8,7,1,0.875,96,27,"1: male",NA,"2026-01-23 08:24:52"
6,"K7kRLZ1hDRBz","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,60,"1: male","Everything went fine. It seems that as drawn, the pink ball will never get triggered. Enjoyed doing this. Thanks, I hope your research goes well.","2026-01-23 08:24:57"
6,"9MFWE2cna9Pp","1: I confirm","1: I confirm","transp","0_0",60,8,8,1,1,40,22,"2: female",NA,"2026-01-23 08:25:02"
6,"9gwzNiQydAAk","1: I confirm","1: I confirm","transp","0_0",36,8,8,1,1,36,76,"2: female",NA,"2026-01-23 08:25:04"
6,"126ALP6nQrw0","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,35,"2: female",NA,"2026-01-23 08:25:31"
6,"tdejsbESl1tI","1: I confirm","1: I confirm","transp","0_0",49,7,7,0.875,0.875,49,30,"1: male",NA,"2026-01-23 08:36:38"
6,"5pFRfizYqbtu","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,54,"1: male",NA,"2026-01-23 08:42:47"
6,"psz5TQbdGwcF","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,63,"1: male","All good","2026-01-23 08:42:54"
6,"kxYIkNjjNIev","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,24,"2: female",NA,"2026-01-23 08:43:07"
6,"6iK3XSl7ahah","1: I confirm","1: I confirm","transp","0_0",90,7,7,0.875,0.875,80,34,"1: male","no errors","2026-01-23 08:43:11"
6,"NdDiGU9ivrbr","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,40,"1: male","didnt have any errors ","2026-01-23 08:43:20"
6,"aMcaQwGlm3NT","1: I confirm","1: I confirm","transp","0_0",1,8,8,1,1,99,60,"1: male",NA,"2026-01-23 08:43:33"
6,"cL1SjvKp7jZC","1: I confirm","1: I confirm","transp","0_0",0,8,8,1,1,0,25,"1: male",NA,"2026-01-23 08:43:33"
6,"ne9qSgkPkbqN","1: I confirm","1: I confirm","transp","0_0",90,8,7,1,0.875,82,32,"1: male",NA,"2026-01-23 08:43:33"
6,"DMkh8muUUMaU","1: I confirm","1: I confirm","transp","0_0",0,7,8,0.875,1,0,24,"1: male",NA,"2026-01-23 08:43:43"
6,"2uHbxofOTkUI","1: I confirm","1: I confirm","transp","0_0",1,8,8,1,1,0,78,"2: female","none","2026-01-23 08:43:51"
2,"NlMYvUBQbrQM","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,0,20,"1: male","I had no errors occur, however several of the images shown to me seemed to be duplicates and I'm unsure if that was intended","2026-01-22 08:36:58"
2,"VZL9MlcOCjFC","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,0,41,"1: male",NA,"2026-01-22 08:38:59"
2,"eiQzXewbx5WK","1: I confirm","1: I confirm","transp","1_1",10,8,8,1,1,0,50,"1: male",NA,"2026-01-22 08:45:16"
2,"gJk5lMVHzZSQ","1: I confirm","1: I confirm","transp","1_1",2,8,8,1,1,10,46,"1: male","I didn't come across any errors in the study. Thanks.","2026-01-22 08:49:49"
2,"AS6fwAZiFm6L","1: I confirm","1: I confirm","transp","1_1",7,8,8,1,1,14,46,"2: female",NA,"2026-01-22 09:06:45"
2,"40sv8YlmlXHj","1: I confirm","1: I confirm","transp","1_1",75,8,8,1,1,76,51,"2: female","no issues","2026-01-22 09:11:07"
2,"eHPIPuZdQbAl","1: I confirm","1: I confirm","transp","1_1",50,8,8,1,1,0,36,"1: male","Jesus Loves You","2026-01-22 09:28:55"
2,"jtVwkKG3FMDN","1: I confirm","1: I confirm","transp","1_1",0,8,7,1,0.875,0,47,"1: male",NA,"2026-01-22 09:50:38"
2,"lglXajkYX9NI","1: I confirm","1: I confirm","transp","1_1",50,8,8,1,1,50,45,"1: male","no issues","2026-01-22 09:58:27"
2,"DZSiWLoOmJdG","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,0,40,"2: female",NA,"2026-01-22 10:00:11"
2,"k3eBRklkeRfH","1: I confirm","1: I confirm","transp","1_1",6,8,8,1,1,19,38,"2: female",NA,"2026-01-22 10:06:20"
2,"WPknpDTJhPa1","1: I confirm","1: I confirm","transp","1_1",3,7,8,0.875,1,3,27,"2: female",NA,"2026-01-22 10:12:30"
2,"fpzsPNOQEYa0","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,0,47,"1: male",NA,"2026-01-22 10:15:21"
2,"kt4k64y1k2ub","1: I confirm","1: I confirm","transp","1_1",0,7,8,0.875,1,50,30,"1: male","N/A","2026-01-22 10:21:59"
2,"v6grRawL7vGo","1: I confirm","1: I confirm","transp","1_1",27,8,8,1,1,73,46,"2: female",NA,"2026-01-22 10:26:28"
2,"no3lcdAHCveN","1: I confirm","1: I confirm","transp","1_1",2,8,8,1,1,1,36,"2: female",NA,"2026-01-22 10:28:46"
2,"d3ZUVmooww12","1: I confirm","1: I confirm","transp","1_1",21,8,8,1,1,9,58,"1: male",NA,"2026-01-22 10:30:13"
2,"RZYjriZgewMU","1: I confirm","1: I confirm","transp","1_1",27,8,8,1,1,1,53,"1: male",NA,"2026-01-22 10:36:28"
2,"9pQVWEs8t72N","1: I confirm","1: I confirm","transp","1_1",10,8,8,1,1,20,37,"2: female",NA,"2026-01-22 10:40:26"
2,"RnyoF1ippHW9","1: I confirm","1: I confirm","transp","1_1",22,7,8,0.875,1,20,23,"2: female",NA,"2026-01-22 10:49:10"
2,"ClVFcW98mE2r","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,0,42,"2: female",NA,"2026-01-22 11:09:23"
2,"ZGJUL125vljp","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,0,43,"3: non-binary",NA,"2026-01-22 11:13:22"
2,"zxlr8b4X0THY","1: I confirm","1: I confirm","transp","1_1",22,7,8,0.875,1,20,54,"2: female","none noticed","2026-01-22 11:25:46"
2,"Ye7hI9oDJLyB","1: I confirm","1: I confirm","transp","1_1",0,7,8,0.875,1,0,54,"1: male","none","2026-01-22 11:31:35"
2,"3OpwFycDxeMy","1: I confirm","1: I confirm","transp","1_1",3,8,8,1,1,1,56,"2: female",NA,"2026-01-22 11:45:21"
2,"ULZLXVZ5AGo2","1: I confirm","1: I confirm","transp","1_1",0,7,8,0.875,1,0,25,"1: male",NA,"2026-01-22 11:45:51"
2,"oQlqOWg9pT1A","1: I confirm","1: I confirm","transp","1_1",12,8,8,1,1,6,37,"1: male","None","2026-01-22 11:47:28"
2,"IXJTje54CXy2","1: I confirm","1: I confirm","transp","1_1",50,8,8,1,1,59,59,"2: female","none","2026-01-22 11:58:26"
2,"rcpFJ9wM7lnT","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,0,43,"2: female",NA,"2026-01-22 12:09:40"
2,"TQ7puQqHCT33","1: I confirm","1: I confirm","transp","1_1",5,8,8,1,1,5,36,"1: male",NA,"2026-01-22 13:05:34"
2,"rVbNTHKpVT8B","1: I confirm","1: I confirm","transp","1_1",0,7,8,0.875,1,0,68,"1: male",NA,"2026-01-22 13:05:36"
2,"PaM9mYI47Dyc","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,0,43,"1: male",NA,"2026-01-22 13:05:38"
2,"azMqGrIpZZt3","1: I confirm","1: I confirm","transp","1_1",76,8,8,1,1,67,25,"2: female","No thanks, The study ran smoothly","2026-01-22 13:05:42"
2,"sLqj8nL9cEYC","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,0,18,"1: male",NA,"2026-01-22 13:06:21"
2,"Bvy2z7ST0Ila","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,0,62,"2: female",NA,"2026-01-22 13:16:49"
2,"SFKCD7BERdp1","1: I confirm","1: I confirm","transp","1_1",32,8,8,1,1,23,44,"2: female",NA,"2026-01-22 13:16:55"
2,"UyMwDLu4jQOD","1: I confirm","1: I confirm","transp","1_1",11,8,8,1,1,21,36,"1: male",NA,"2026-01-22 13:17:01"
2,"lc4EGWRFB3dt","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,0,26,"1: male","No","2026-01-22 13:18:18"
2,"MiOL29cssV2l","1: I confirm","1: I confirm","transp","1_1",48,8,8,1,1,0,27,"1: male","no issues,it was a great study","2026-01-22 13:27:37"
2,"RquL1KAk4z8y","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,0,52,"1: male",NA,"2026-01-22 13:57:53"
2,"SWNbBywx926v","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,0,50,"1: male","No errors as far as I seen or know of.","2026-01-22 13:57:58"
2,"cEZoQw8WbD2Q","1: I confirm","1: I confirm","transp","1_1",0,8,7,1,0.875,0,48,"1: male",NA,"2026-01-22 14:07:25"
2,"VyO1E6TPwhi7","1: I confirm","1: I confirm","transp","1_1",60,8,8,1,1,70,30,"1: male","Interesting survey ","2026-01-22 15:48:12"
2,"k4rKgIQAl5MS","1: I confirm","1: I confirm","transp","1_1",20,8,8,1,1,60,37,"1: male",NA,"2026-01-22 15:48:25"
2,"PPBzooKfY4ez","1: I confirm","1: I confirm","transp","1_1",17,7,7,0.875,0.875,84,31,"1: male",NA,"2026-01-22 15:48:31"
2,"XxsL7om7HukW","1: I confirm","1: I confirm","transp","1_1",89,7,8,0.875,1,100,26,"1: male","N/A","2026-01-22 15:48:39"
2,"M9wogEACGqIQ","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,0,56,"2: female","There were no errors or technical issues.","2026-01-22 15:48:44"
2,"eePtm1Eus1yY","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,0,34,"1: male",NA,"2026-01-22 15:49:58"
2,"qTzxGcZLDBoT","1: I confirm","1: I confirm","transp","1_1",50,8,8,1,1,74,26,"2: female",NA,"2026-01-22 16:33:08"
2,"ObNTegKPHYJI","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,0,36,"1: male",NA,"2026-01-22 16:33:15"
2,"IKHPwfwMs2ID","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,0,54,"2: female",NA,"2026-01-22 16:33:18"
2,"XcffqYAhavv4","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,0,52,"1: male","All appeared fine to me.","2026-01-22 16:33:39"
2,"VRBoIvsqnEv2","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,0,36,"1: male","n/a","2026-01-22 16:36:01"
2,"JVYyPvE2sKRU","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,1,36,"1: male",NA,"2026-01-22 16:47:30"
2,"fNupLuYi8dQC","1: I confirm","1: I confirm","transp","1_1",70,8,8,1,1,30,33,"1: male",NA,"2026-01-23 08:56:46"
2,"vO5GkYBj95nM","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,27,26,"2: female","there were none","2026-01-23 08:57:01"
2,"fPHd9hri2a3H","1: I confirm","1: I confirm","transp","1_1",0,8,8,1,1,42,24,"1: male","no problems observed
","2026-01-23 08:57:08"
