"condition","subj_code","desktop_conf","attent_conf","device_mechanism","contingency","structure_rating_prior","learning_yellow_correct_total","learning_pink_correct_total","learning_yellow_accuracy","learning_pink_accuracy","structure_rating_posterior","age","gender","tech_issues","recorded_at"
3,"RHeMWUwhrKLt","1: I confirm","1: I confirm","opaque","05_05",68,8,8,1,1,38,56,"1: male",NA,"2026-01-22 13:16:40"
3,"j8UNPtAK9AD5","1: I confirm","1: I confirm","opaque","05_05",28,8,8,1,1,67,39,"2: female","none ","2026-01-22 13:16:43"
3,"wB0mQwIvNLac","1: I confirm","1: I confirm","opaque","05_05",69,8,8,1,1,85,55,"2: female",NA,"2026-01-22 13:16:57"
3,"FLxD8QwVIAvc","1: I confirm","1: I confirm","opaque","05_05",79,8,8,1,1,57,67,"2: female",NA,"2026-01-22 13:17:04"
3,"9Us8HGmP7rLi","1: I confirm","1: I confirm","opaque","05_05",50,7,7,0.875,0.875,50,40,"1: male","n/a","2026-01-22 13:25:39"
3,"DmWAHihNG5yb","1: I confirm","1: I confirm","opaque","05_05",50,8,8,1,1,50,50,"1: male","No issues","2026-01-22 13:25:40"
3,"IYOZcQDG5xvh","1: I confirm","1: I confirm","opaque","05_05",50,8,8,1,1,50,56,"2: female",NA,"2026-01-22 13:25:47"
3,"MH3zgCtxyRuW","1: I confirm","1: I confirm","opaque","05_05",70,8,8,1,1,15,71,"1: male","Not Applicable. ","2026-01-22 13:25:55"
3,"j0IgBfDQvAww","1: I confirm","1: I confirm","opaque","05_05",70,8,8,1,1,50,40,"2: female",NA,"2026-01-22 13:29:57"
3,"TFMiHujhNm7Z","1: I confirm","1: I confirm","opaque","05_05",50,8,8,1,1,100,68,"1: male",NA,"2026-01-22 13:57:39"
3,"VVU9y1gXLHqk","1: I confirm","1: I confirm","opaque","05_05",83,7,8,0.875,1,78,59,"2: female",NA,"2026-01-22 13:57:51"
3,"8UJhhsMcGgsw","1: I confirm","1: I confirm","opaque","05_05",65,8,8,1,1,50,27,"2: female",NA,"2026-01-22 15:48:13"
3,"KXlnm49n3cXH","1: I confirm","1: I confirm","opaque","05_05",50,8,8,1,1,68,42,"2: female",NA,"2026-01-22 15:48:26"
3,"d3ZvvK5TsEki","1: I confirm","1: I confirm","opaque","05_05",25,8,8,1,1,75,18,"1: male",NA,"2026-01-22 15:48:34"
3,"mJ76MqlE4i10","1: I confirm","1: I confirm","opaque","05_05",50,8,8,1,1,58,50,"1: male",NA,"2026-01-22 15:50:18"
3,"AbWnr5QnHX3b","1: I confirm","1: I confirm","opaque","05_05",50,8,8,1,1,50,64,"1: male","No errors.","2026-01-22 15:54:45"
3,"Bdp9aJf1q7vd","1: I confirm","1: I confirm","opaque","05_05",50,8,8,1,1,50,21,"2: female",NA,"2026-01-22 16:33:13"
3,"4SVtHf72vmeJ","1: I confirm","1: I confirm","opaque","05_05",55,8,8,1,1,26,22,"2: female",NA,"2026-01-22 16:33:17"
3,"amAWJbixJVm7","1: I confirm","1: I confirm","opaque","05_05",90,8,8,1,1,50,44,"2: female",NA,"2026-01-22 16:33:23"
3,"Aj4cQH1612ti","1: I confirm","1: I confirm","opaque","05_05",49,8,7,1,0.875,50,39,"2: female",NA,"2026-01-22 16:33:39"
3,"MSVxLd5ucRIx","1: I confirm","1: I confirm","opaque","05_05",7,8,8,1,1,5,48,"2: female","I like the survey I did experience any issues. ","2026-01-22 16:33:39"
3,"kxvkda2q9d3i","1: I confirm","1: I confirm","opaque","05_05",50,8,8,1,1,0,31,"2: female",NA,"2026-01-23 09:25:51"
3,"BJGJuijxcAuY","1: I confirm","1: I confirm","opaque","05_05",26,8,8,1,1,46,34,"1: male",NA,"2026-01-23 09:26:04"
3,"8A9Akyzw8lLU","1: I confirm","1: I confirm","opaque","05_05",45,7,7,0.875,0.875,62,26,"2: female","N/A","2026-01-23 09:26:11"
3,"UYNRZ3kuX3RD","1: I confirm","1: I confirm","opaque","05_05",88,8,8,1,1,72,35,"1: male",NA,"2026-01-23 09:26:12"
3,"IZhY2vBbADgP","1: I confirm","1: I confirm","opaque","05_05",50,8,8,1,1,9,60,"2: female",NA,"2026-01-23 09:26:15"
3,"whuLpxr3AsqM","1: I confirm","1: I confirm","opaque","05_05",50,8,8,1,1,24,35,"1: male",NA,"2026-01-23 09:26:57"
3,"gkkVWyq2qTrb","1: I confirm","1: I confirm","opaque","05_05",50,7,7,0.875,0.875,27,25,"2: female","none","2026-01-23 09:27:04"
3,"zW3ByengdG6Y","1: I confirm","1: I confirm","opaque","05_05",0,8,8,1,1,0,27,"1: male","None","2026-01-23 09:27:13"
5,"jjeCsmbJyV9P","1: I confirm","1: I confirm","opaque","0_0",100,8,8,1,1,0,58,"1: male","none","2026-01-22 08:40:05"
5,"dIG0NAiRSvrj","1: I confirm","1: I confirm","opaque","0_0",0,8,8,1,1,0,36,"2: female",NA,"2026-01-22 08:44:37"
5,"6hUpgvfaBG9u","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,22,42,"1: male",NA,"2026-01-22 08:46:50"
5,"9rfyjEOXcA4F","1: I confirm","1: I confirm","opaque","0_0",37,8,8,1,1,34,38,"1: male",NA,"2026-01-22 09:05:03"
5,"SoELI8kpd6aO","1: I confirm","1: I confirm","opaque","0_0",0,8,8,1,1,0,36,"2: female","none","2026-01-22 09:08:56"
5,"ezJmXOVSWsUR","1: I confirm","1: I confirm","opaque","0_0",66,7,8,0.875,1,41,30,"2: female",NA,"2026-01-22 09:25:29"
5,"d29iNPHiW4ug","1: I confirm","1: I confirm","opaque","0_0",100,8,8,1,1,50,3,"2: female","I was unable to input my age correctly. I wanted to input 34, but the screen greyed me out, as a result I do not know what was recorded.","2026-01-22 09:40:52"
5,"ebIMQP5ErFkO","1: I confirm","1: I confirm","opaque","0_0",20,7,8,0.875,1,15,39,"1: male",NA,"2026-01-22 09:56:03"
5,"lfZPOtchIL0T","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,50,47,"2: female",NA,"2026-01-22 09:58:07"
5,"OKy00gaWCJpx","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,0,63,"1: male","There were no errors or technical difficulties encountered during the experiment","2026-01-22 10:09:10"
5,"iGNotOOP1eqe","1: I confirm","1: I confirm","opaque","0_0",33,8,8,1,1,1,55,"2: female",NA,"2026-01-22 10:09:48"
5,"O3l8zpdrbCLD","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,8,38,"4: prefer not to say",NA,"2026-01-22 10:11:17"
5,"DZD7R0ETYQBM","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,49,53,"1: male","None","2026-01-22 10:15:44"
5,"rR109vvw0Vdx","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,8,29,"2: female",NA,"2026-01-22 10:17:34"
5,"FytyJlwbabpl","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,50,59,"2: female","If the foot behind the second ball remains in place, then the rolling of the first ball would stop on hitting the foot, so it wouldnt connect with the second ball.","2026-01-22 10:22:52"
5,"JHYnOuc2BgLe","1: I confirm","1: I confirm","opaque","0_0",85,8,8,1,1,9,37,"2: female","nothing to report","2026-01-22 10:30:17"
5,"XivMwiCIo8d0","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,0,26,"2: female",NA,"2026-01-22 10:30:24"
5,"oT1Yy423OhCP","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,50,63,"1: male",NA,"2026-01-22 10:32:33"
5,"VPO4b6NoNzwq","1: I confirm","1: I confirm","opaque","0_0",100,8,8,1,1,100,24,"2: female",NA,"2026-01-22 10:34:20"
5,"eWYzLUBASTpT","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,49,62,"1: male",NA,"2026-01-22 10:36:45"
5,"I2y1XmzcAZ3v","1: I confirm","1: I confirm","opaque","0_0",49,8,8,1,1,23,43,"2: female",NA,"2026-01-22 10:46:18"
5,"sNwEVfbKjRCi","1: I confirm","1: I confirm","opaque","0_0",79,8,8,1,1,56,24,"2: female",NA,"2026-01-22 10:54:38"
5,"0WBdsJVpVkyH","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,6,51,"2: female","No errors noticed.","2026-01-22 11:14:53"
5,"BbqdoIUh6T4q","1: I confirm","1: I confirm","opaque","0_0",45,8,8,1,1,5,27,"2: female",NA,"2026-01-22 11:27:37"
5,"dvYu0VEjoFlg","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,20,62,"1: male",NA,"2026-01-22 11:43:43"
5,"xfEVo5nHFj0I","1: I confirm","1: I confirm","opaque","0_0",25,8,8,1,1,5,52,"1: male","Everything worked fine.","2026-01-22 11:45:44"
5,"clXTjN7ZwPfP","1: I confirm","1: I confirm","opaque","0_0",77,8,8,1,1,3,25,"1: male",NA,"2026-01-22 11:47:01"
5,"cEM8OgmwbXEG","1: I confirm","1: I confirm","opaque","0_0",77,7,7,0.875,0.875,0,23,"1: male",NA,"2026-01-22 11:49:45"
5,"mtLgfQVvDa61","1: I confirm","1: I confirm","opaque","0_0",75,8,8,1,1,50,40,"1: male","n/a","2026-01-22 12:03:52"
5,"QZg7mHLRLUHk","1: I confirm","1: I confirm","opaque","0_0",72,8,8,1,1,24,54,"2: female",NA,"2026-01-22 12:05:20"
5,"hqYii4xOorPH","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,50,42,"1: male",NA,"2026-01-22 12:40:25"
5,"n5cSqLEV8lTq","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,0,46,"1: male","No issues to report","2026-01-22 13:17:02"
5,"B6jCIusFgGuh","1: I confirm","1: I confirm","opaque","0_0",88,8,8,1,1,11,26,"1: male",NA,"2026-01-22 13:17:59"
5,"AFcIK3kkWWsr","1: I confirm","1: I confirm","opaque","0_0",37,8,8,1,1,15,46,"2: female","none","2026-01-22 13:25:44"
5,"OsHUzLUUtpBt","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,49,66,"2: female","none","2026-01-22 13:26:00"
5,"GldluB4iEqVZ","1: I confirm","1: I confirm","opaque","0_0",83,8,8,1,1,50,66,"1: male",NA,"2026-01-22 13:57:49"
5,"6VAHnHLXI1fl","1: I confirm","1: I confirm","opaque","0_0",50,8,7,1,0.875,20,43,"1: male","None","2026-01-22 13:57:55"
5,"iWcLzRPA0F5s","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,50,63,"1: male",NA,"2026-01-22 15:48:09"
5,"eWGX9YPtTtBg","1: I confirm","1: I confirm","opaque","0_0",58,8,8,1,1,73,36,"2: female",NA,"2026-01-22 15:48:19"
5,"VAecD3SlrQ9W","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,22,53,"2: female","The pink ball was not ink. It was purple. The rudimentary drawing of the wooden element in the diagram did not make it very clear that there was a connection between the two images containing the two balls.","2026-01-22 15:48:32"
5,"uLCA8nB2Pdem","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,22,44,"1: male",NA,"2026-01-22 15:48:38"
5,"vDZZdK4uVA83","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,50,62,"2: female",NA,"2026-01-22 15:48:43"
5,"xpf7mAoEPgTR","1: I confirm","1: I confirm","opaque","0_0",25,8,8,1,1,0,65,"1: male","No problems","2026-01-22 16:33:01"
5,"iTYiCEKKJV3i","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,76,23,"2: female",NA,"2026-01-22 16:33:04"
5,"smrmRmrSEQtj","1: I confirm","1: I confirm","opaque","0_0",76,8,8,1,1,67,36,"2: female",NA,"2026-01-22 16:33:11"
5,"Gko12IqelQWu","1: I confirm","1: I confirm","opaque","0_0",70,8,8,1,1,50,23,"2: female",NA,"2026-01-22 16:33:21"
5,"Yk0OGj2Jpqbh","1: I confirm","1: I confirm","opaque","0_0",65,8,8,1,1,8,45,"2: female",NA,"2026-01-22 16:33:24"
5,"o7uUp56Nsr4E","1: I confirm","1: I confirm","opaque","0_0",44,8,8,1,1,50,39,"1: male","None.","2026-01-22 16:34:42"
5,"aumrjTumpKX0","1: I confirm","1: I confirm","opaque","0_0",24,8,8,1,1,10,32,"2: female",NA,"2026-01-23 09:19:17"
5,"m1FLbAPbGxS0","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,0,32,"2: female",NA,"2026-01-23 09:19:22"
5,"KFBblkv1dsGU","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,49,49,"2: female",NA,"2026-01-23 09:19:28"
5,"VXvuD7QaAGfu","1: I confirm","1: I confirm","opaque","0_0",86,8,8,1,1,8,40,"2: female","no problems at all","2026-01-23 09:19:32"
5,"oupKLm8EcDnS","1: I confirm","1: I confirm","opaque","0_0",55,8,8,1,1,60,32,"1: male",NA,"2026-01-23 09:19:35"
5,"RjClEUV6JA3D","1: I confirm","1: I confirm","opaque","0_0",11,7,8,0.875,1,19,41,"2: female","none","2026-01-23 09:19:38"
5,"vQcQzy80PQF8","1: I confirm","1: I confirm","opaque","0_0",80,8,8,1,1,50,34,"2: female","no problems ","2026-01-23 09:19:45"
5,"uFCDWkUktBn7","1: I confirm","1: I confirm","opaque","0_0",0,8,8,1,1,0,38,"1: male","I did not notice any errors.","2026-01-23 09:20:58"
5,"cD5Y7LzhAFbh","1: I confirm","1: I confirm","opaque","0_0",87,8,8,1,1,0,43,"2: female",NA,"2026-01-23 09:21:07"
5,"6u8Ah00IUCN8","1: I confirm","1: I confirm","opaque","0_0",88,8,8,1,1,80,62,"1: male","None ","2026-01-23 09:22:37"
5,"gTsdBHqt0ij3","1: I confirm","1: I confirm","opaque","0_0",3,8,7,1,0.875,9,37,"2: female","all was good","2026-01-23 09:50:19"
5,"3F34G7Ps3ucX","1: I confirm","1: I confirm","opaque","0_0",50,8,8,1,1,50,34,"2: female",NA,"2026-01-23 10:01:39"
1,"q9oajhbvpARL","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,95,59,"2: female","No errors noticed","2026-01-22 08:37:35"
1,"CICdqqiXcI2n","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,80,26,"2: female",NA,"2026-01-22 08:42:51"
1,"PArnM4DWtuzA","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,55,32,"2: female","No errors noted","2026-01-22 08:47:19"
1,"UZsEXyczElte","1: I confirm","1: I confirm","opaque","1_1",49,8,8,1,1,35,54,"1: male",NA,"2026-01-22 08:54:37"
1,"oWbu1JaUGQDT","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,90,41,"1: male",NA,"2026-01-22 09:00:08"
1,"YgCqE3N06rxF","1: I confirm","1: I confirm","opaque","1_1",80,8,8,1,1,90,75,"2: female",NA,"2026-01-22 09:05:24"
1,"eIz6fpNchLEs","1: I confirm","1: I confirm","opaque","1_1",66,8,8,1,1,90,53,"2: female",NA,"2026-01-22 09:05:42"
1,"UieZ7tRBsAz0","1: I confirm","1: I confirm","opaque","1_1",6,8,8,1,1,50,27,"2: female","none","2026-01-22 09:10:07"
1,"vWC3aXism3zY","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,75,37,"1: male",NA,"2026-01-22 09:23:28"
1,"bMHhbg7TCejf","1: I confirm","1: I confirm","opaque","1_1",7,8,8,1,1,4,33,"2: female","no errors that i saw","2026-01-22 09:34:26"
1,"LkuYzogNZzK1","1: I confirm","1: I confirm","opaque","1_1",65,8,8,1,1,45,60,"2: female","no errors","2026-01-22 09:36:21"
1,"U18hyc9AREY7","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,50,62,"2: female",NA,"2026-01-22 09:39:06"
1,"Xnl7A25XcQ2J","1: I confirm","1: I confirm","opaque","1_1",100,8,8,1,1,100,51,"2: female",NA,"2026-01-22 09:43:11"
1,"PWAbkfdmYq1X","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,83,60,"1: male",NA,"2026-01-22 09:48:11"
1,"zOFEvlGDmihJ","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,60,26,"1: male","No errors were identified.","2026-01-22 09:52:59"
1,"8bzJ9AG1cWXc","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,50,46,"2: female",NA,"2026-01-22 09:58:51"
1,"OJ28vAzzA4LK","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,51,45,"1: male",NA,"2026-01-22 10:01:05"
1,"hl32HEw8Aurl","1: I confirm","1: I confirm","opaque","1_1",49,8,8,1,1,93,70,"1: male",NA,"2026-01-22 10:04:16"
1,"7AD3ELCzzvY1","1: I confirm","1: I confirm","opaque","1_1",79,8,8,1,1,81,30,"2: female","None","2026-01-22 10:12:57"
1,"Lo4Yv8z25BSj","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,63,40,"2: female",NA,"2026-01-22 10:19:37"
1,"5oDyxvDHJff7","1: I confirm","1: I confirm","opaque","1_1",75,8,8,1,1,100,37,"2: female","no errors noticed","2026-01-22 10:21:45"
1,"Id0D0mN6xokV","1: I confirm","1: I confirm","opaque","1_1",3,8,8,1,1,0,34,"2: female",NA,"2026-01-22 10:24:30"
1,"M3snkoEagbMT","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,35,46,"1: male",NA,"2026-01-22 10:30:12"
1,"3HM3YctOvbNp","1: I confirm","1: I confirm","opaque","1_1",60,8,8,1,1,33,39,"2: female","No errors encountered. ","2026-01-22 10:32:41"
1,"XQNB5Lphyzd0","1: I confirm","1: I confirm","opaque","1_1",10,8,8,1,1,50,67,"1: male",NA,"2026-01-22 10:33:09"
1,"8b0aDStMtzuz","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,50,48,"2: female",NA,"2026-01-22 10:37:07"
1,"Aa9u9948XhKe","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,100,26,"1: male",NA,"2026-01-22 10:38:45"
1,"ZcC5lyKQ3G0U","1: I confirm","1: I confirm","opaque","1_1",100,8,8,1,1,0,58,"2: female",NA,"2026-01-22 11:06:26"
1,"2JHzkV2PuPJt","1: I confirm","1: I confirm","opaque","1_1",97,8,8,1,1,98,40,"2: female",NA,"2026-01-22 11:10:05"
1,"se1VYvbualZl","1: I confirm","1: I confirm","opaque","1_1",80,8,8,1,1,79,64,"2: female","No errors noticed.","2026-01-22 11:11:34"
1,"LYMKAv7hR9rt","1: I confirm","1: I confirm","opaque","1_1",100,7,8,0.875,1,100,27,"1: male","its a little confusing","2026-01-22 11:13:48"
1,"FlyB92FDSRji","1: I confirm","1: I confirm","opaque","1_1",71,8,8,1,1,19,32,"2: female","Study worked really well, good survey! ","2026-01-22 11:23:36"
1,"E7d90julEyLW","1: I confirm","1: I confirm","opaque","1_1",63,8,8,1,1,64,28,"1: male",NA,"2026-01-22 11:26:58"
1,"Jlg0BSZBCxys","1: I confirm","1: I confirm","opaque","1_1",2,8,8,1,1,0,25,"1: male","NIL","2026-01-22 11:43:57"
1,"vORKn8u8d6hd","1: I confirm","1: I confirm","opaque","1_1",93,8,8,1,1,11,51,"2: female",NA,"2026-01-22 11:45:36"
1,"318aU4BXk7KG","1: I confirm","1: I confirm","opaque","1_1",66,8,8,1,1,70,31,"2: female",NA,"2026-01-22 11:45:51"
1,"GDMAc6HFZI7L","1: I confirm","1: I confirm","opaque","1_1",100,8,8,1,1,100,21,"1: male",NA,"2026-01-22 11:53:40"
1,"BnP9d1Gt1BDH","1: I confirm","1: I confirm","opaque","1_1",67,8,8,1,1,84,32,"1: male","no errors","2026-01-22 12:06:31"
1,"XfIbOwnAN0tC","1: I confirm","1: I confirm","opaque","1_1",69,8,8,1,1,99,38,"1: male",NA,"2026-01-22 12:45:19"
1,"DnGGAv4gLDMr","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,50,28,"1: male",NA,"2026-01-22 13:11:29"
1,"Tvww5sCfRhZq","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,40,38,"1: male",NA,"2026-01-22 13:17:00"
1,"vRUPkQ1zHaPc","1: I confirm","1: I confirm","opaque","1_1",50,7,8,0.875,1,50,46,"1: male","no issues noticed.","2026-01-22 13:25:51"
1,"c0sTwkre1RDu","1: I confirm","1: I confirm","opaque","1_1",32,8,8,1,1,22,34,"2: female",NA,"2026-01-22 13:57:49"
1,"3HrNaTEiGM14","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,50,43,"2: female",NA,"2026-01-22 13:57:55"
1,"YkJ70Wy6kMKy","1: I confirm","1: I confirm","opaque","1_1",79,7,8,0.875,1,85,23,"1: male","No issue encountered during this study.","2026-01-22 13:57:59"
1,"t3Pmuzxk9Sne","1: I confirm","1: I confirm","opaque","1_1",27,7,8,0.875,1,50,66,"1: male","none","2026-01-22 15:48:17"
1,"w3qQxvjEFJxy","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,0,53,"1: male",NA,"2026-01-22 15:48:29"
1,"vfESOUjT2AQ0","1: I confirm","1: I confirm","opaque","1_1",55,8,8,1,1,55,72,"1: male",NA,"2026-01-22 15:48:34"
1,"KSPdGETYiE1i","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,70,68,"1: male","None thank you","2026-01-22 15:48:40"
1,"i1rc5FlnU0Pr","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,74,38,"2: female",NA,"2026-01-22 15:48:48"
1,"px5yqJri75Ct","1: I confirm","1: I confirm","opaque","1_1",72,8,8,1,1,86,49,"1: male","repetition ","2026-01-22 15:55:40"
1,"8EBwh4xuAPpG","1: I confirm","1: I confirm","opaque","1_1",86,8,8,1,1,100,25,"2: female",NA,"2026-01-22 16:32:55"
1,"g8EOsodgfsC8","1: I confirm","1: I confirm","opaque","1_1",78,8,8,1,1,100,38,"1: male",NA,"2026-01-22 16:33:03"
1,"fYHAn3c4myvg","1: I confirm","1: I confirm","opaque","1_1",76,8,8,1,1,50,25,"2: female",NA,"2026-01-22 16:33:12"
1,"sOpumFeILGty","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,60,49,"2: female","no issues","2026-01-22 16:33:16"
1,"AhkTBMjvKpAo","1: I confirm","1: I confirm","opaque","1_1",66,8,8,1,1,48,51,"2: female",NA,"2026-01-22 16:33:19"
1,"YBcI8i78oOT0","1: I confirm","1: I confirm","opaque","1_1",50,8,8,1,1,50,66,"2: female","none noticed","2026-01-22 16:33:32"
1,"gqkhYR0w2NHK","1: I confirm","1: I confirm","opaque","1_1",50,7,8,0.875,1,56,59,"2: female",NA,"2026-01-22 16:34:57"
1,"3LyfW6srwPMw","1: I confirm","1: I confirm","opaque","1_1",96,8,8,1,1,97,57,"2: female","None","2026-01-23 09:34:54"
1,"2sfbYMqJQr6C","1: I confirm","1: I confirm","opaque","1_1",72,8,8,1,1,100,39,"1: male","no errors or issues found","2026-01-23 09:34:58"
4,"4mKyvwERK04V","1: I confirm","1: I confirm","transp","05_05",50,8,8,1,1,45,38,"1: male",NA,"2026-01-22 08:36:51"
4,"NmmTuD9qv4o0","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,46,"1: male",NA,"2026-01-22 08:40:52"
4,"pWxJ76Yg7gtV","1: I confirm","1: I confirm","transp","05_05",0,7,7,0.875,0.875,0,41,"1: male",NA,"2026-01-22 08:44:27"
4,"bvz7Kbl55oWc","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,39,"1: male",NA,"2026-01-22 08:48:55"
4,"BgwQjtSp301j","1: I confirm","1: I confirm","transp","05_05",50,8,8,1,1,21,43,"1: male","None.","2026-01-22 08:55:42"
4,"SKPiHn5TFgZE","1: I confirm","1: I confirm","transp","05_05",5,8,8,1,1,5,42,"2: female",NA,"2026-01-22 09:02:08"
4,"6Q6zQKR5kDLF","1: I confirm","1: I confirm","transp","05_05",25,7,8,0.875,1,50,27,"1: male",NA,"2026-01-22 09:08:00"
4,"dMTKEE6Ofzoq","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,58,"2: female",NA,"2026-01-22 09:11:00"
4,"twD1LsEKi5Rs","1: I confirm","1: I confirm","transp","05_05",8,8,8,1,1,45,50,"1: male",NA,"2026-01-22 09:56:25"
4,"5JeIvgztvBlZ","1: I confirm","1: I confirm","transp","05_05",5,8,8,1,1,50,36,"2: female",NA,"2026-01-22 09:57:49"
4,"hIpeBXlSB1md","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,38,"2: female",NA,"2026-01-22 10:05:21"
4,"ZmyfxIjai9bk","1: I confirm","1: I confirm","transp","05_05",10,8,8,1,1,10,58,"1: male","No errors","2026-01-22 10:11:33"
4,"pZN6A0srSnq5","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,61,"2: female","no errors","2026-01-22 10:13:48"
4,"89y4oncoBtC5","1: I confirm","1: I confirm","transp","05_05",0,7,8,0.875,1,0,57,"2: female",NA,"2026-01-22 10:32:34"
4,"bEVw7cbGsvVq","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,59,"2: female",NA,"2026-01-22 10:36:27"
4,"5vmhNuSX6EZF","1: I confirm","1: I confirm","transp","05_05",0,7,7,0.875,0.875,0,63,"2: female",NA,"2026-01-22 10:46:35"
4,"Xae94ONvqHzC","1: I confirm","1: I confirm","transp","05_05",0,7,8,0.875,1,0,33,"3: non-binary",NA,"2026-01-22 11:11:24"
4,"7L0oCbjcysqm","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,66,"2: female","No, it was fine.  I am assuming btw that the yellow ball isn't heavy enough to hit the brick wall with such force that it makes the whole device shake, in which case there would be a tiny chance of it shaking the pink ball loose.","2026-01-22 11:11:59"
4,"PF7Vq879TEPK","1: I confirm","1: I confirm","transp","05_05",1,8,8,1,1,1,53,"2: female",NA,"2026-01-22 11:13:33"
4,"G4VCyM0CZDJh","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,46,"2: female","N/a","2026-01-22 11:45:00"
4,"d48xP0zIR9rM","1: I confirm","1: I confirm","transp","05_05",45,8,8,1,1,50,32,"2: female",NA,"2026-01-22 11:45:55"
4,"TnKYNtyyFKwo","1: I confirm","1: I confirm","transp","05_05",20,8,8,1,1,20,38,"2: female",NA,"2026-01-22 11:50:16"
4,"IqI22eUdncaM","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,40,"1: male",NA,"2026-01-22 12:02:05"
4,"8tLJJqMd7n1N","1: I confirm","1: I confirm","transp","05_05",50,8,8,1,1,50,63,"2: female",NA,"2026-01-22 12:10:41"
4,"BnUwdpIKHbJ8","1: I confirm","1: I confirm","transp","05_05",25,7,7,0.875,0.875,75,39,"1: male","None","2026-01-22 12:45:37"
4,"Y7WDjQMaGg1r","1: I confirm","1: I confirm","transp","05_05",1,7,8,0.875,1,1,56,"3: non-binary",NA,"2026-01-22 13:05:19"
4,"lDlYWhlfnGUq","1: I confirm","1: I confirm","transp","05_05",2,8,8,1,1,4,38,"1: male","n/a","2026-01-22 13:05:22"
4,"EIMibEBD0HIK","1: I confirm","1: I confirm","transp","05_05",2,7,8,0.875,1,0,33,"2: female",NA,"2026-01-22 13:05:26"
4,"Yk5qVHzoGJJc","1: I confirm","1: I confirm","transp","05_05",3,8,7,1,0.875,5,24,"2: female",NA,"2026-01-22 13:05:39"
4,"vbfMMcFMAEsT","1: I confirm","1: I confirm","transp","05_05",55,8,8,1,1,66,32,"1: male",NA,"2026-01-22 13:05:52"
4,"SCEgacCyPOpu","1: I confirm","1: I confirm","transp","05_05",3,8,8,1,1,1,64,"1: male","None, all good.","2026-01-22 13:06:00"
4,"ab3ZIj6u3JL8","1: I confirm","1: I confirm","transp","05_05",0,8,8,1,1,0,51,"1: male","N/A","2026-01-22 13:06:05"
